product_code,product_name,category,disposition,review_reason,approval_action,product_id,warehouse_id,gap,expected_adjustment_sum,actual_stock,proposed_quantity_change,correction_id,reason_breakdown,as_of_day
J8-525,J8-525,Ribbed Belts,actionable,,,24448498-401f-5a69-87d8-4067a9dd6a45,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,63e94a9e-2c4e-55f1-82dc-d6f54ebfd1d7,-,2026-04-17
XL130*6M/M,130XL*6M/M,Timing Belts,actionable,,,24743008-f38f-5b21-b018-446e0b84e20d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,2711c592-e02d-5a81-a512-80f3ac45c23a,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=4",2026-04-17
4PK-845,4PK-845,Ribbed Belts,actionable,,,253f6757-09e8-5432-b2ab-84c0478cea2f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,502a2acf-3cca-5f42-978d-85339a40c479,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=2",2026-04-17
5M-710*35M/M,5M-710*35M/M,Timing Belts,actionable,,,25ebdc35-5850-557f-a621-aa9069167c5f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,ac3264cf-95aa-527a-a084-e75ccb6b685d,"SALES_RESERVATION=-5, SUPPLIER_DELIVERY=4",2026-04-17
BMT-GAKA-9010,GAKA-翔鷹50,Vehicle Belts,actionable,,,263ffb3c-7ea6-5f23-94b9-a328aaa34f43,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,fcedf528-183f-5fa5-a400-07a623b00527,"SALES_RESERVATION=-8264, SUPPLIER_DELIVERY=8263",2026-04-17
S-250 30*1160,S-250 30*1160M/M,Other Power Transmission,actionable,,,2703df0e-8048-546f-b7e1-de9f1346fc98,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,4789d36c-6872-580c-801f-2c556a639815,SALES_RESERVATION=-1,2026-04-17
VC950 41*28,變速皮帶 950VC 4128,Variable-Speed Belts,actionable,,,27760fa2-c657-5c0a-a551-84e91c9d4e91,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,a26c6d7d-fac2-50e0-8634-8ff56afa98e4,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=1",2026-04-17
PSPZ-1047 OH,SPZ-1047 OH,V-Belts,actionable,,,28f34484-2d45-56d0-aa30-5d93db7aff0b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,59,58,-1,c0d4a557-10ce-53fc-a5f2-d2e86392a783,"SALES_RESERVATION=-141, SUPPLIER_DELIVERY=200",2026-04-17
11M-800-2R,S11M-800-2R,Timing Belts,actionable,,,29956b87-79f8-57b5-870f-fe0c3385cdb3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,5e02e20d-5359-52be-967f-4eec7b6a27ad,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=3",2026-04-17
X346 139*1890,X-346 139*1890,Other Power Transmission,actionable,,,29ee9280-2811-500e-add8-84b6d9914bb9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,78461045-0d52-5ad2-8a75-48911883ea24,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=2",2026-04-17
AA063-3,大山 AA-63,V-Belts,actionable,,,2ba192f0-768e-572b-b687-47d68e9add99,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,f11a747a-b0cd-5b6a-a064-ab788a27b6d8,SUPPLIER_DELIVERY=1,2026-04-17
OPEN XL-1455,OPEN XL-1455,Timing Belts,actionable,,,2d0ad861-684e-5b8e-bcd1-0c36a89190ee,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,0e0238d4-179e-5c17-a5e9-645754c7c909,SUPPLIER_DELIVERY=1,2026-04-17
8M-856*24M/M,8M-856*24M/M,Timing Belts,actionable,,,2da14c91-888a-50f8-b65c-2f06641a956c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,d0fd116a-198a-5539-a660-ae5865ab803d,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=1",2026-04-17
VD47*1200,變速帶 47*1200,Variable-Speed Belts,actionable,,,2e1fbfbc-6b5a-560f-a9c5-fbfd2adf006c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,a928177c-0723-524e-ac81-c36c3b9b1f9e,SALES_RESERVATION=-1,2026-04-17
J7-320 [日本],320-J7,Ribbed Belts,actionable,,,2e58b3d7-c398-571a-8f49-8595c02e1e27,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,cda492a7-6c1f-5ec8-990a-c8ab5e3a7dee,SALES_RESERVATION=-1,2026-04-17
5M-550*12M/M,5M-550*12M/M,Timing Belts,actionable,,,314d0b83-8de4-5a63-b8e2-5bcee9734226,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,6a0e13da-c50f-59b6-b122-eb7e16d2d571,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=1",2026-04-17
X346 100*1643,X-346 100*1643,Other Power Transmission,actionable,,,31ebdf8b-3e08-5e3b-89bb-2a8527fe3ee3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,bc07a6b0-fb7c-5b6c-b3cc-f4e11f2336f0,SALES_RESERVATION=-1,2026-04-17
5M-695*18M/M,5M-695*18M/M,Timing Belts,actionable,,,32a67b82-a2a3-5827-8bd1-15d45b60a527,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,094ccdd3-a39f-5def-8322-50fcabcdfccd,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=1",2026-04-17
F-1 25*50M,F-1 25*50M,Other Power Transmission,actionable,,,32b81ffb-43fe-5071-ad01-64dff0b09cca,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,833c87d6-9987-5c05-9a02-e445d729f673,SUPPLIER_DELIVERY=1,2026-04-17
8M-720*11M/M,8M-720*11M/M,Timing Belts,actionable,,,35367a18-32c6-5e12-8a3d-e42dd725af22,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,11494d80-fe27-5f38-83ac-fec5462e1f39,-,2026-04-17
N5OHM022.5,三五 OH M-22.5,V-Belts,actionable,,,35d47111-594d-5a15-b92a-eadff18c7ee2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,10,9,-1,9768bc63-fff0-57b3-b401-ce171a4ad87c,"SALES_RESERVATION=-17, SUPPLIER_DELIVERY=27",2026-04-17
PB186,三角皮帶 B-186,V-Belts,actionable,,,37405dfc-dda3-52ff-bb0a-c8ea309ac56e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,91d9023b-b86e-508f-9bfc-4f7a0335c71e,"SALES_RESERVATION=-19, SUPPLIER_DELIVERY=20",2026-04-17
PPP10,"人字白環帶 24""*10M",Other Power Transmission,actionable,,,38f1ec7a-1798-5693-a7f8-5021aae3f1f2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,b892dc10-9714-5585-b73e-de8a5ff0586d,SALES_RESERVATION=-1,2026-04-17
RL304*25M/M,304L*25M/M,Timing Belts,actionable,,,3a942035-50b9-55a5-bf49-c35de3ed82bd,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,e2aa8205-6e29-5359-8284-fb6e6dd3e5e4,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=4",2026-04-17
11M-1000,廣角 11M-1000,Timing Belts,actionable,,,3b12d6f1-0fa2-5f70-8662-60bc6a333bc5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,3,2,-1,93015dc6-6d71-5c27-aa21-da1b5e2c24d1,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=6",2026-04-17
J8-210,210-J8,Ribbed Belts,actionable,,,3b1f397f-2500-5eac-9138-9f5ff12a5a75,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,d7a54ccc-e968-5b42-a317-aeaf9c98407e,SUPPLIER_DELIVERY=-1,2026-04-17
5M-890*22M/M,890-5M*22M/M,Timing Belts,actionable,,,3c33e0b3-7f61-5b77-b858-a172960f6668,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,71526e2b-1d61-59ef-8405-c7ada93d89c5,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=2",2026-04-17
T10-4820*16,T10-4820*16 OPEN,Timing Belts,actionable,,,3df63813-b056-5b9d-b51a-31cabf897751,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,5452d75d-a95a-55f4-b959-2874f4e58cb5,SALES_RESERVATION=-1,2026-04-17
5M-520*28M/M,5M-520*28M/M,Timing Belts,actionable,,,3e54c8b8-20b1-519b-b677-ec91b40d0419,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,a24ce7ba-d0c6-55cf-973b-5c6f9eb5ed61,SUPPLIER_DELIVERY=1,2026-04-17
LK054-1,第一 K-54,V-Belts,actionable,,,400adacf-272d-5e12-b59a-6b6870b9b8e9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,e300c6ca-fd32-50b6-8597-4b6011f7365c,-,2026-04-17
8YU-936*25MM,8YU-936*25M/M,Timing Belts,actionable,,,4018d050-26aa-5c62-b15a-394ffe101ec7,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,fb66e8f0-78be-5ca9-9ec2-bdc8435c519d,"SALES_RESERVATION=-43, SUPPLIER_DELIVERY=42",2026-04-17
BMT-667*18,667*18,Vehicle Belts,actionable,,,404cda8e-1d1f-5ef3-9985-57b252ab3eeb,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,784aa01d-d8ac-5982-849b-78b157ed937e,"SALES_RESERVATION=-1506, SUPPLIER_DELIVERY=1507",2026-04-17
DH750*25M/M,750DH*25M/M,Timing Belts,actionable,,,409a7eea-2dae-5177-bd18-f30b39fa854b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,6c2df983-a90d-5cd2-9bd7-248433c25078,"SALES_RESERVATION=-6, SUPPLIER_DELIVERY=7",2026-04-17
4PK-785,4PK-785,Ribbed Belts,actionable,,,40d102ac-f1ba-5692-a2b7-e43a1bf80604,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,e0c24cbd-7a5f-52e3-ab80-52ee0d1377a0,SUPPLIER_DELIVERY=-1,2026-04-17
J10-580,580-J10,Ribbed Belts,actionable,,,40de136e-70ce-5c54-8e97-f882fcec7ea0,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,1,2,1,c81a7dba-e5cf-5b48-ba2e-0730919e34df,"SALES_RESERVATION=-10, SUPPLIER_DELIVERY=11",2026-04-17
RH510*59M/M,510H*59M/M,Timing Belts,actionable,,,43028f29-d19c-5f63-bf1b-639fef9d6e16,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,b5c9fba7-698f-54fe-9ee7-c685c78cd5f7,SUPPLIER_DELIVERY=1,2026-04-17
RL225*20M/M,225L*20M/M,Timing Belts,actionable,,,440180e6-0215-51e3-b995-0749563144df,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,d654e015-48cb-5d43-a26d-400b267ed47c,"SALES_RESERVATION=-19, SUPPLIER_DELIVERY=18",2026-04-17
RH450*25M/M,450H*25M/M,Timing Belts,actionable,,,447b08fb-d161-5d24-b7ca-4cdc60c9258d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,8327c798-21e0-5c21-ac62-dcb6e1d91f4a,"SALES_RESERVATION=-15, SUPPLIER_DELIVERY=16",2026-04-17
RL540*20M/M,540L*20M/M,Timing Belts,actionable,,,45077f0d-d57b-51fc-8dff-8c9e08ddf2ca,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,fd74948c-b717-5c1c-939e-cee1660e0a1f,"SALES_RESERVATION=-6, SUPPLIER_DELIVERY=7",2026-04-17
RC050-6,日本齒帶 C-50,Timing Belts,actionable,,,45837aa0-9f15-52e8-8125-acb7782bf727,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,11,10,-1,d5c70262-814f-582b-b4b6-33696fb99fdd,"SALES_RESERVATION=-76, SUPPLIER_DELIVERY=87",2026-04-17
LK026-1,第一 K-26,V-Belts,actionable,,,458435f6-41fe-5aa4-8a1e-5aec8d6989f4,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,7,8,1,6b42546f-8a0e-5d0a-b4d9-d12908d05635,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=8",2026-04-17
3VX950-8,3VX-950,V-Belts,actionable,,,467c340b-04e0-5307-91b0-a66b9cf7edef,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,b54e3ed6-3e32-5727-b116-ec3e0da4503e,"SALES_RESERVATION=-53, SUPPLIER_DELIVERY=52",2026-04-17
S-250 25*1778,S-250 25*1778MM,Other Power Transmission,actionable,,,485e8a64-9fdb-5914-ba01-cdf0285e50c0,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,bdef28ed-28b8-5b6a-b9b8-503cdf5f5fe7,SUPPLIER_DELIVERY=1,2026-04-17
OPEN XL-1450M,OPEN XL037-1450M,Timing Belts,actionable,,,4961562c-8a61-5156-af80-c7b6ca28a352,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,f8d43356-e385-5db0-80c7-2e82208f925b,SUPPLIER_DELIVERY=1,2026-04-17
5M-900,廣角 5M-900,Timing Belts,actionable,,,49f7be41-e9a1-5cb2-8420-5a506ef23957,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,4,3,-1,ad30023e-b01a-59b1-9fbe-9260f5867662,"SALES_RESERVATION=-8, SUPPLIER_DELIVERY=12",2026-04-17
XL490*50M/M,490XL*50M/M,Timing Belts,actionable,,,4a009b72-2b5c-5b08-9cf4-54c3a696cb09,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,72e153f4-1596-5b44-8214-152297b67803,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=2",2026-04-17
PSPB-2350 OH,SPB-2350 OH,V-Belts,actionable,,,4b06573d-76c5-5372-ab95-baa5d7d9423b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,47,46,-1,c8cb1c77-cd33-5379-ba51-1468d6e4fe46,"SALES_RESERVATION=-19, SUPPLIER_DELIVERY=66",2026-04-17
7M-1060,廣角 7M-1060,Timing Belts,actionable,,,4ba20825-6020-5963-aac8-57f2fa6bae50,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,6d40445a-cd41-501c-95bd-bbae741881bb,"SALES_RESERVATION=-21, SUPPLIER_DELIVERY=20",2026-04-17
PSPB-3750 OH,SPB-3750 OH,V-Belts,actionable,,,4bccf4cf-0a5c-577a-8d4e-5162c8002aa6,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,88,89,1,b109dd09-a87f-5f88-ac77-f1d8d3c58275,"SALES_RESERVATION=-608, SUPPLIER_DELIVERY=696",2026-04-17
VA026,齒型皮帶 A-26,V-Belts,actionable,,,4d157164-441f-5c0f-893c-95fcab83dd20,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,81,80,-1,2ea517fc-a0b2-5376-95db-f3d36e4adad7,"SALES_RESERVATION=-4, SUPPLIER_DELIVERY=85",2026-04-17
3M-1260*5M/M,1260-3M*5M/M,Timing Belts,actionable,,,4d8e17d5-d8f8-560a-8e69-dddd29bbe234,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,cacab912-5eb4-53f3-a40d-a3ae1aec79f3,SALES_RESERVATION=-1,2026-04-17
RH510*20M/M,510H*20M/M,Timing Belts,actionable,,,4da508f3-1a70-5487-830a-f0e839d0d3fa,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,cdad00c8-37f9-5458-87fc-e83653458300,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=2",2026-04-17
NVT-193 1905,NVT-193 100*1905,Flat / Specialty Belts,actionable,,,4db943dc-e5de-5d2d-8f92-96bbf4dd52bf,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,f4d4f0b8-32e1-5e8d-bcdb-284ea5bb0d30,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=1",2026-04-17
PD116,三角皮帶 D-116,V-Belts,actionable,,,4ea0f7c9-727d-5d51-ad48-379bd15bf6e5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,e4f461a4-28a0-5be4-afca-405a35c61d2f,"SALES_RESERVATION=0, SUPPLIER_DELIVERY=-1",2026-04-17
PSPC-3100 OH,SPC-3100 OH,V-Belts,actionable,,,4eed9a17-0f44-5a88-8b37-32738aee8f4b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,65,64,-1,fd88e62f-959e-5101-87e6-678662a95ae9,"SALES_RESERVATION=-127, SUPPLIER_DELIVERY=192",2026-04-17
PD202,三角皮帶 D-202,V-Belts,actionable,,,4f8963d8-6ac8-52eb-8823-f063b1bf92f6,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,24,25,1,c6549e22-56c1-557f-af89-42594d75a88a,"SALES_RESERVATION=-57, SUPPLIER_DELIVERY=81",2026-04-17
J12-210,210-J12,Ribbed Belts,actionable,,,51758685-8789-569a-b72a-305043cc4f9c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,2,1,-1,05aa94a9-d685-50a7-bebb-2f2f90ce55ee,SUPPLIER_DELIVERY=2,2026-04-17
RH420*20M/M,420H*20M/M,Timing Belts,actionable,,,521646db-e7e5-541c-b11c-1e6cb9637ec7,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,566c01b1-fc0a-534d-a748-5b1d928051b7,SUPPLIER_DELIVERY=1,2026-04-17
5M-5515*15 PU,5M-5515*15M/M 接圓,Timing Belts,actionable,,,5355599b-141b-547e-a485-e5d325aba7d3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,5519bc28-3a9c-58ac-a12c-5a171e2ae5bf,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=2",2026-04-17
600*4*6.5M,600*4*6.5M,Other Power Transmission,actionable,,,548cd79e-5b58-5be8-8051-25aacaf40a4c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,c7f2ecbb-18f0-5bcd-bd33-21286f714904,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=2",2026-04-17
8M-1936*30M/M,8M-1936*30M/M,Timing Belts,actionable,,,562f74f9-5583-5d19-ae2b-0f4b46b79c3e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,202e8771-1991-528c-b289-cf323f23f674,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=2",2026-04-17
8M-1200*40MM,1200-8M*40M/M,Timing Belts,actionable,,,570baebe-7649-5e0f-8dc8-7c8ec4414274,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,eda38d2d-dfb1-54cb-bce7-08649f7fdad1,SUPPLIER_DELIVERY=1,2026-04-17
8M-856*28M/M,856-8M*28M/M,Timing Belts,actionable,,,59143c1e-fc40-5c5b-b42a-7fde61d62008,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,965826a6-54c3-5cf9-a199-92b79eb4af82,SUPPLIER_DELIVERY=1,2026-04-17
5M-710*15M/M,5M-710*15M/M,Timing Belts,actionable,,,59a88fef-623d-5496-b76f-7e6768a1b0af,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,c4548979-a23f-51fc-b9ee-34ade4b7b3e6,"SALES_RESERVATION=-9, SUPPLIER_DELIVERY=8",2026-04-17
3GT-300*15M/M,3M-300*15M/M,Timing Belts,actionable,,,5a0c12fc-0549-5a6a-a336-120ae4606dfe,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,e7979f2b-2a85-5742-86da-402775ec0313,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=3",2026-04-17
LK027-3,大山 K-27,V-Belts,actionable,,,5a3602d4-d9d0-529a-89a4-a8be8c87ac06,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,e41dd3e9-c56a-5857-b8a6-ac6aea169665,"SALES_RESERVATION=-51, SUPPLIER_DELIVERY=50",2026-04-17
RA078-6,日本齒帶 A-78,Timing Belts,actionable,,,5afbf328-a4a6-5588-9e5a-505e325ec0e4,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,4,3,-1,2a31936a-8818-586d-89d7-1e3b0ac956d9,"SALES_RESERVATION=-20, SUPPLIER_DELIVERY=24",2026-04-17
S-250 80*1900,S-250 80*1900MM,Other Power Transmission,actionable,,,5c2ba7f4-24e7-5bff-9846-7dc5b6071037,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,8d1318a3-4c43-5b2a-bae2-ee88f9b86a89,SALES_RESERVATION=-1,2026-04-17
5M-800,廣角 5M-800,Timing Belts,actionable,,,5d3c55c8-ceee-5273-82c3-43abea012fa4,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,1,2,1,37315c82-493e-5354-b26e-a5bbba574c02,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=2",2026-04-17
FL-600*27M/M,FL600*27M/M,Flat / Specialty Belts,actionable,,,5e150a81-d7b0-57dc-8613-ae6f5e08e3a8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,2dfdf648-be37-502e-a56a-6f8a23578065,SALES_RESERVATION=-1,2026-04-17
VD25*775,變速皮帶 25*775,Variable-Speed Belts,actionable,,,5ed19e48-5ff3-563d-a4c4-29e2d0fcd964,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,932d3375-3468-539a-83d2-2895e7bdc848,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=4",2026-04-17
5M-670*15M/M,5M-670*15M/M,Timing Belts,actionable,,,606b7d48-45a9-59f1-b3eb-66d59e2001af,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,7d87dbdd-4859-5b49-bb5d-14ec8d9a0373,"SALES_RESERVATION=-14, SUPPLIER_DELIVERY=15",2026-04-17
6PK-0750,6PK-750,Ribbed Belts,actionable,,,6124672a-77b9-58e7-9bff-eb267d41745c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,c04d0271-f9fe-5925-bab7-74db31785073,"SALES_RESERVATION=0, SUPPLIER_DELIVERY=1",2026-04-17
XL172*19M/M,172XL*19M/M,Timing Belts,actionable,,,6301d076-74d4-5447-94cb-6aade86d6278,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,bd00dd97-f3ac-573a-86c1-9fe3434312fc,-,2026-04-17
8M-960*30M/M,960-8M*30M/M,Timing Belts,actionable,,,6351cf97-0240-5c4b-9cbf-069360bb7281,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,ce10c184-e8cd-5608-a491-62cff8af192b,"SALES_RESERVATION=-57, SUPPLIER_DELIVERY=58",2026-04-17
14M-1736*60,14M-1736*60M/M,Timing Belts,actionable,,,647d4d2c-7d1e-5533-857e-af602130916f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,db44e374-33b0-5db8-b1fd-068a12247c4c,SALES_RESERVATION=-1,2026-04-17
J6-390,J6-390,Ribbed Belts,actionable,,,64a2cbd7-c700-5949-b4e5-86aa5444d80b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,78aa5fff-3192-58d1-8036-b75b230da65d,"SALES_RESERVATION=-202, SUPPLIER_DELIVERY=203",2026-04-17
J6-350,J6-350,Ribbed Belts,actionable,,,650cf82f-fefe-5995-98ab-46f28126ce05,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,277c592e-06dc-56af-a1a0-8d7a66f4ffcd,-,2026-04-17
5M-920*15M/M,920-5M*15M/M,Timing Belts,actionable,,,65719b7b-4732-5306-a859-b507aaa4f2f0,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,4,5,1,c8039dbf-d5b7-50aa-957e-8b66467d790b,"SALES_RESERVATION=-10, SUPPLIER_DELIVERY=14",2026-04-17
8M-1184*40M/M,1184-8M*40M/M,Timing Belts,actionable,,,65b31849-e6fd-5b84-8028-7fb122dfead8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,f80c6428-aea3-53ca-b7e0-b0ecaccbba0d,"SALES_RESERVATION=-8, SUPPLIER_DELIVERY=7",2026-04-17
XL170*13M/M,170XL*13M/M,Timing Belts,actionable,,,661875e8-3fe8-58a0-9a88-16a33424496c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,0dbe2291-9ecb-5750-89b4-1212245b50b5,"SALES_RESERVATION=-12, SUPPLIER_DELIVERY=11",2026-04-17
OB055-6,耐熱皮帶 B-55,V-Belts,actionable,,,66afac7b-49fd-563a-b8c2-ef23596aad34,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,1219537f-0f43-5295-87c8-d3fd687f2288,-,2026-04-17
800*7P*6.2M,800*7P*6.2M,Other Power Transmission,actionable,,,6853846c-b6a0-560b-84f5-270a95f4f4cc,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,87c7c586-92d2-520a-98e6-21e026f8bb2a,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=2",2026-04-17
5PK-1100,5PK-1100,Ribbed Belts,actionable,,,6a300c6e-5c2a-516d-a252-1ec560c6f54e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,6c26be37-96de-5cb3-8479-b476e8b41437,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=1",2026-04-17
PSPA-1457 OH,SPA-1457  OH,V-Belts,actionable,,,6a8e72c0-8a58-5dcf-b009-af70099a38ab,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,131,132,1,5cba607d-e984-50d8-81c9-0aacabd571bc,"SALES_RESERVATION=-650, SUPPLIER_DELIVERY=781",2026-04-17
RC079-6,日本齒帶 C-79,Timing Belts,actionable,,,6b0c2df0-9c67-53a1-b8d2-27315639149a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,dc46a79c-369f-5cb3-a895-98b7a4f7e62c,"SALES_RESERVATION=-28, SUPPLIER_DELIVERY=27",2026-04-17
N4 M019.5,M-19.5,Other Power Transmission,actionable,,,6b9db37a-6dda-5fc1-a934-a9404eaf1f2f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,4,5,1,306c4f59-bfeb-5dda-b8b6-9e8e7f859380,"SALES_RESERVATION=-26, SUPPLIER_DELIVERY=30",2026-04-17
1922V 454,變速皮帶 1922V 454,Variable-Speed Belts,actionable,,,6c310bd8-6f16-569d-9c44-be0ca5960ab9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,c06b3dd0-26d6-59b8-9933-56c13295b2c3,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=1",2026-04-17
VD1030 37,變速皮帶 37*1030,Variable-Speed Belts,actionable,,,6c515e90-fc6f-58d4-bbe5-d994190af35f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,6dc752c9-0186-5158-b22d-584aa9cde1f7,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=0",2026-04-17
